Timestamp,T_avg,Idir,Idiff,RH
2016-08-25 00:00:00,21.095833333333335,0.0,0.0,64.0
2016-08-25 01:00:00,19.879166666666663,0.0,0.0,66.58333333333333
2016-08-25 02:00:00,18.658333333333335,0.0,0.0,72.08333333333333
2016-08-25 03:00:00,18.208333333333332,0.0,0.0,73.25
2016-08-25 04:00:00,17.812499999999996,0.0,0.0,76.75
2016-08-25 05:00:00,17.40833333333333,0.0,0.0,76.91666666666667
2016-08-25 06:00:00,17.487499999999997,39.083333333333336,16.416666666666668,76.66666666666667
2016-08-25 07:00:00,18.764999999999997,354.5,63.2,73.8
2016-08-25 08:00:00,21.59166666666667,517.0833333333334,130.75,65.75
2016-08-25 09:00:00,23.150000000000002,509.5833333333333,192.16666666666666,60.75
2016-08-25 10:00:00,23.966666666666672,713.5833333333334,154.58333333333334,58.166666666666664
2016-08-25 11:00:00,24.97916666666666,803.9166666666666,136.83333333333334,55.416666666666664
2016-08-25 12:00:00,25.650000000000002,743.4166666666666,177.0,53.583333333333336
2016-08-25 13:00:00,25.941666666666666,389.3333333333333,250.83333333333334,52.583333333333336
2016-08-25 14:00:00,26.224999999999998,376.8333333333333,237.0,49.583333333333336
2016-08-25 15:00:00,26.679166666666664,444.5833333333333,206.0,48.25
2016-08-25 16:00:00,26.254166666666666,447.4166666666667,136.33333333333334,48.583333333333336
2016-08-25 17:00:00,26.375,558.5,95.08333333333333,48.666666666666664
2016-08-25 18:00:00,25.637500000000003,477.5833333333333,52.083333333333336,50.166666666666664
2016-08-25 19:00:00,24.82916666666667,110.41666666666667,13.75,52.0
2016-08-25 20:00:00,23.1875,0.0,0.0,57.25
2016-08-25 21:00:00,22.458333333333332,0.0,0.0,58.916666666666664
2016-08-25 22:00:00,22.062499999999996,0.0,0.0,58.0
2016-08-25 23:00:00,21.825,0.0,0.0,57.083333333333336
2016-08-26 00:00:00,21.48333333333333,0.0,0.0,57.583333333333336
2016-08-26 01:00:00,21.125,0.0,0.0,57.666666666666664
2016-08-26 02:00:00,19.88333333333333,0.0,0.0,63.583333333333336
2016-08-26 03:00:00,18.18333333333333,0.0,0.0,71.25
2016-08-26 04:00:00,17.629166666666666,0.0,0.0,72.83333333333333
2016-08-26 05:00:00,17.216666666666665,0.0,0.0,72.83333333333333
2016-08-26 06:00:00,17.21666666666666,71.25,17.416666666666668,72.08333333333333
2016-08-26 07:00:00,18.962500000000002,462.75,46.416666666666664,67.25
2016-08-26 08:00:00,21.6875,658.0833333333334,67.5,61.5
2016-08-26 09:00:00,23.058333333333334,773.9166666666666,79.33333333333333,55.75
2016-08-26 10:00:00,25.191666666666666,832.6666666666666,84.25,50.833333333333336
2016-08-26 11:00:00,26.60833333333333,860.9166666666666,90.41666666666667,45.75
2016-08-26 12:00:00,26.662500000000005,867.0833333333334,100.41666666666667,44.0
2016-08-26 13:00:00,27.75,861.6666666666666,102.41666666666667,42.75
2016-08-26 14:00:00,28.40833333333333,833.5,106.08333333333333,42.25
2016-08-26 15:00:00,28.516666666666662,809.4166666666666,99.16666666666667,42.25
2016-08-26 16:00:00,28.649999999999995,756.6666666666666,90.33333333333333,42.5
2016-08-26 17:00:00,27.904166666666665,647.1666666666666,81.58333333333333,44.666666666666664
2016-08-26 18:00:00,27.062500000000004,295.4166666666667,51.916666666666664,47.416666666666664
2016-08-26 19:00:00,25.945833333333336,15.0,10.916666666666666,50.0
2016-08-26 20:00:00,24.370833333333337,0.0,0.0,55.25
2016-08-26 21:00:00,23.1875,0.0,0.0,58.583333333333336
2016-08-26 22:00:00,22.8,0.0,0.0,59.333333333333336
2016-08-26 23:00:00,22.40416666666667,0.0,0.0,60.75
2016-08-27 00:00:00,21.90833333333333,0.0,0.0,62.0
2016-08-27 01:00:00,21.195833333333333,0.0,0.0,64.0
2016-08-27 02:00:00,20.179166666666667,0.0,0.0,67.83333333333333
2016-08-27 03:00:00,19.325,0.0,0.0,71.08333333333333
2016-08-27 04:00:00,19.162499999999998,0.0,0.0,71.75
2016-08-27 05:00:00,18.954166666666666,0.0,0.0,71.25
2016-08-27 06:00:00,18.366666666666664,51.833333333333336,16.083333333333332,73.83333333333333
2016-08-27 07:00:00,19.737499999999997,378.3333333333333,58.333333333333336,72.41666666666667
2016-08-27 08:00:00,22.325000000000003,603.8333333333334,79.33333333333333,66.08333333333333
2016-08-27 09:00:00,23.808333333333334,709.0,97.83333333333333,63.5
2016-08-27 10:00:00,25.758333333333336,764.6666666666666,112.75,57.833333333333336
2016-08-27 11:00:00,26.766666666666666,791.4166666666666,126.41666666666667,54.583333333333336
2016-08-27 12:00:00,27.700000000000003,795.1666666666666,142.75,53.0
2016-08-27 13:00:00,28.349999999999998,793.5833333333334,161.08333333333334,51.333333333333336
2016-08-27 14:00:00,29.075000000000003,802.75,153.33333333333334,46.25
2016-08-27 15:00:00,29.34166666666667,758.1666666666666,127.5,43.5
2016-08-27 16:00:00,29.237499999999997,725.5833333333334,103.33333333333333,44.083333333333336
2016-08-27 17:00:00,28.90833333333333,636.5,77.33333333333333,44.5
2016-08-27 18:00:00,28.125,472.5,48.333333333333336,45.166666666666664
2016-08-27 19:00:00,27.474999999999998,134.08333333333334,12.0,46.25
2016-08-27 20:00:00,25.64583333333333,0.0,0.0,51.666666666666664
2016-08-27 21:00:00,23.7625,0.0,0.0,58.916666666666664
2016-08-27 22:00:00,22.929166666666664,0.0,0.0,61.666666666666664
2016-08-27 23:00:00,22.125,0.0,0.0,64.66666666666667
2016-08-28 00:00:00,21.804166666666664,0.0,0.0,64.75
